id,title,category,shortlist_rank,type,location_town,plz,district_or_region,price_eur,price_note,living_m2,plot_m2,rooms,year_built,energy_hwb_class,energy_hwb_value,heating,has_garden,has_parking,parking_note,has_garage,has_sauna,has_pool,condition_note,commute_pt_min_low,commute_pt_min_high,commute_car_rush_low,commute_car_rush_high,drive_anton_boeck_min,drive_anton_boeck_note,pt_lange_gasse_min,pt_lange_gasse_note,lat,lon,location_precision,url_primary,url_alt,notes,research_date,listing_status,first_seen,last_seen,disappeared_date,price_eur_previous,price_changed_at,price_change_eur,change_flags,seller_type,seller_type_note,makler_name,price_per_m2,fees_statutory_pct,fees_makler_pct,fee_grunderwerbsteuer_eur,fee_grundbuch_eur,fee_notar_eur,fee_makler_eur,fees_total_eur,all_in_price_eur,betriebskosten_monat_eur,betriebskosten_note,finish_status,finish_status_note,finish_status_source
WF1,Modernes Wohnen in Absdorf – Neubau auf Eigengrund,over_budget,,EFH,Absdorf,3462,Bezirk Tulln; Stockerauerstraße area,495000,Project units also listed ~€495–525k on willhaben; this unit €499k Immowelt | 2026-09-23: willhaben now „ab € 495.000“ (was €499k),120.0,311.0,5,2026,B,,Wärmepumpe + FBH; PV geplant,True,True,Carport,False,False,False,EFH Neubau/Erstbezug auf Eigengrund; Terrasse ~15.75 m²; belagsfertig (Malen/Boden); 3 SZ + Büro,,,,,37,osrm_free_flow,66,vao_hafas_weekday_100000_best_of_6,48.4003,15.9785,town,https://www.immowelt.at/expose/9721e4d0-6faf-4d56-bea0-486eb8e7d566,https://www.willhaben.at/iad/immobilien/d/neubauprojekt/niederoesterreich/tulln/modernes-wohnen-in-absdorf-neubau-auf-eigengrund-1152595648/,Wife find 2026-09-21. Agent Decus Immobilien GmbH. Exact street withheld (Stockerauerstraße). Near Absdorf-Hippersdorf Bhf / S5. All-in with NK ~€549–559k — clearly over €450k budget. See wife-find-9721e4d0.md. Price eased €4k on 2026-09-23.,2026-09-22,active,2026-09-21,2026-09-26,,499000,2026-09-23,-4000,price_drop|seen|wife_find,makler,ISPRIVATE=0; DECUS Immobilien GmbH,DECUS Immobilien GmbH,4125.0,6.1,3.6,17325,5445,7425,17820,48015,543015,,nicht angegeben,belagsfertig,bau/Erstbezug auf Eigengrund; Terrasse ~15.75 m²; belagsfertig (Malen/Boden); 3 SZ + Büro Wife find 2026-09-21. Agent D…,listing_text
SIM1,Moderne DHH mit Garten & 2 Terrassen (Absdorf),over_budget,,DHH,Absdorf,3462,Bezirk Tulln / Absdorf-Hippersdorf,530000,IR/findheim €530k; Immowelt/derstandard mirrors sometimes €550k — use €530k,127.0,346.0,5,2021,B,39.3,Luftwärmepumpe + FBH (Kühlfunktion),True,True,2 Stellplätze,False,False,False,Erstbezug/Neubau 2021 massiv; 2 Terrassen (~27 m² sun terrace); Flachdach; Alarmanlage; 3-fach Glas,,,,,37,osrm_free_flow,66,vao_hafas_weekday_100000_best_of_6,48.4003,15.9785,town,https://www.ir.at/de/immobilien/1697618-ankommen-durchatmen-zuhause-sein-moderne-doppelhaushalfte-mit-garten-und-2-terrassen-in-absdorf-6,https://www.immowelt.at/expose/21d5fee3-a735-42f5-b1a8-0da07571c85d,Closest same-town modern comp to WF1 but DHH not freestanding EFH; ~€31k+ above WF1. Agent Immobilien86 KG. Town centroid.,2026-09-22,active,2026-09-21,2026-09-26,,,,,seen|similar_wf1,makler,IR Immobilienring; Provision €19.080 inkl. 20% USt (page),IR Immobilienring,4173.23,6.1,3.6,18550,5830,7950,19080,51410,581410,,nicht angegeben (ir.at detail has no Betriebskosten row),unknown,fetch unavailable (http_403); no clear cached finish signal,unavailable
SIM2,Neubau DHH Erstbezug €399k (Frauendorf / Königsbrunn),honourable,,DHH,Frauendorf an der Au,3462,KG Königsbrunn am Wagram / Absdorf area,399000,Immowelt/findheim €399k unit; sibling units €425k (SL7) and €449k (SIM3),108.99,,4,2023,B,33.0,Luftwärmepumpe + FBH,True,True,2 Stellplätze,False,False,False,Massiv 2022–24 Erstbezug; 3 SZ; terrace + Eigengarten; same Siedlung as SL7,,,,,34,osrm_free_flow,89,vao_hafas_weekday_100000_best_of_6,48.39231,15.92114,town,https://www.immowelt.at/expose/47cafc37-23bf-4d73-b7a3-8e965fae2362,https://findheim.at/de/immobilie/wohnen-an-den-donauauen-und-am-wagram-996eb490,Best under-budget Neubau alternative near Absdorf vs WF1. Smaller living/rooms than WF1; DHH not EFH. Town centroid Frauendorf. 2026-09-22: findheim alt live €399k; Immowelt primary 403.,2026-09-22,active,2026-09-21,2026-09-26,,,,,seen|similar_wf1,makler,findheim alt: Raiffeisen Immobilienvermittlung / Peter Fellhofer; Vermittlungsprovision=Ja,Raiffeisen Immobilienvermittlung,3660.89,6.1,3.6,13965,4389,5985,14364,38703,437703,,,belagsfertig,"Die Übergabe erfolgt im belagsfertigen Zustand, um Ihren individuellen Bedürfnissen be",listing_text
SIM3,Neubau DHH Erstbezug €449k (Frauendorf / Königsbrunn),honourable,,DHH,Frauendorf an der Au,3462,KG Königsbrunn am Wagram / Absdorf area,449000,At €450k budget line; sibling of SL7/SIM2 Siedlung,108.99,,4,2023,B,,Luftwärmepumpe + FBH,True,True,2 Stellplätze,False,False,False,Massiv 2022–24 Erstbezug; garden/terrace; same Siedlung as SL7/SIM2,,,,,34,osrm_free_flow,89,vao_hafas_weekday_100000_best_of_6,48.39231,15.92114,town,https://www.immowelt.at/expose/5feae690-4b2d-40b2-86ba-38abf95df316,https://www.willhaben.at/iad/immobilien/d/haus-kaufen/niederoesterreich/tulln/wohnen-an-den-donauauen-und-am-wagram-modern-massiv-1057688132/,Near-budget Neubau DHH near Absdorf. €50k under WF1 but smaller and DHH. Town centroid. 2026-09-22: Immowelt primary 403; confirmed live €449k via willhaben Frauendorf listing.,2026-09-22,active,2026-09-21,2026-09-26,,,,,seen|similar_wf1,makler,ISPRIVATE=0; Raiffeisen Immobilien Vermittlung Ges.m.b.H; Provision:3% des Kaufpreises plus 20% USt.,Raiffeisen Immobilien Vermittlung Ges.m.b.H,4119.64,6.1,3.6,15715,4939,6735,16164,43553,492553,,nicht angegeben,belagsfertig,"Die Übergabe erfolgt im belagsfertigen Zustand, um Ihren individuellen Bedürfnissen be",listing_text
SIM4,Gepflegtes EFH mit Pool & Wintergarten (Langenlebarn-Oberaigen),honourable,,EFH,Langenlebarn,3425,Bezirk Tulln (neighbour of Tulln),390000,gesucht-gefunden/derstandard €390k; Immowelt mirror €399k; immodirekt sometimes €430k — use €390k,120.35,638.0,4,,D,113.0,Gas ZH (2005) + Solar; Kachelofen,True,True,Stellplatz; E-Ladestation vorbereitet,False,False,True,Move-in-ready; Pool solar-heated; Wintergarten; Keller Hobby/Werkstatt; not Neubau,55,75,50,75,36,osrm_free_flow,70,vao_hafas_weekday_100000_best_of_5,48.33228,16.12399,town,https://gesucht-gefunden.at/objekt/3491279/,https://www.immowelt.at/expose/70879af2-9e68-4535-90ac-283dede48298,Strong under-budget size match to WF1 (~120 m²) with much larger plot + pool; older stock/energy D vs WF1 Neubau B. Better Wien/Tulln corridor. Town centroid.,2026-09-22,active,2026-09-21,2026-09-23,,,,,similar_wf1|seen,makler,gesucht-gefunden.at: Vermittler als Doppelmakler tätig,,3240.55,6.1,3.6,13650,4290,5850,14040,37830,427830,125.0,"src: Betriebskosten 125,00 €",unknown,fetch unavailable (http_403); no clear cached finish signal,unavailable
SIM5,Neubau DHH belagsfertig Top A (Neuaigen / Tulln),over_budget,,DHH,Neuaigen,3430,Tulln an der Donau / Neuaigen,539000,Belagsfertig; schlüsselfertig option available; Top B sold,153.19,484.0,6,2025,,,Luft-Wärmepumpe + FBH; PV am Dach,True,True,2 Stellplätze,False,False,False,Neubau massiv belagsfertig; DG studio with Küche+Bad; 2 Terrassen; garden ~324 m²,,,,,35,osrm_free_flow,98,vao_hafas_via_Neuaigen_Tulln_weekday_100000,48.365,15.995,town,https://www.immowelt.at/expose/c7e351ea-cc63-4780-9de7-0804135a9295,,Closer to Tulln Zentrum (~8 min) than Absdorf; larger living but ~€40k over WF1 and DHH. Town centroid Neuaigen. 2026-09-22: Immowelt still 403; no willhaben mirror for Neuaigen DHH found — kept active pending re-check.,2026-09-22,active,2026-09-21,2026-09-23,,,,,similar_wf1|uncertain|seen,unknown,Immowelt 403 and no willhaben mirror — cannot verify seller_type,,3518.51,6.1,0.0,18865,5929,8085,0,32879,571879,,fetch blocked (immowelt anti-bot); no alt URL,belagsfertig,Belagsfertig; schlüsselfertig option available; Top B sold,listing_text
NEW5,Charmantes Holzhaus mit Naturgarten (Königstetten),honourable,,EFH,Königstetten,3433,Bezirk Tulln (~8 km to Tulln),269000,,73.0,1222.0,,1987,F,210.0,,True,False,,False,False,False,Holzhaus renoviert; großer Naturgarten mit Obstbäumen; living only 73 m² — tight for family,,,,,41,osrm_free_flow,78,vao_hafas_weekday_100000_best_of_6,48.29801,16.15495,approx,https://www.willhaben.at/iad/immobilien/d/haus-kaufen/niederoesterreich/tulln/ein-kleines-paradies-im-gruenen-charmantes-holzhaus-mit-naturgarten-1304876213/,,Excellent Tulln-area location and huge garden but small living area. Agent MZI Immobilien. Coords from listing (Mühlbachweg area).,2026-09-22,active,2026-09-22,2026-09-26,,,,,seen,makler,ISPRIVATE=0; Provision:3 % zuzüglich 20 % Umsatzsteuer,,3684.93,6.1,3.6,9415,2959,4035,9684,26093,295093,,nicht angegeben,unknown,no finish keywords found,listing_text
NEW6,Rohbau DHH — Pool & Carport möglich (Fels am Wagram / Thürnthal),honourable,,DHH,Fels am Wagram,3481,Thürnthal / Bezirk Tulln / Wagram,290000,,170.0,427.0,5,2024,B,34.2,Erdwärme,True,True,Carport möglich,False,False,False,Rohbau/unfinished DHH 2024; windows/services prepared; pool possible; finish cost on buyer,,,,,41,osrm_free_flow,86,vao_hafas_weekday_100000_best_of_5,48.4373,15.84841,approx,https://www.willhaben.at/iad/immobilien/d/haus-kaufen/niederoesterreich/tulln/rohbau-in-fels-am-wagram-pool-und-carport-moeglich-1434413359/,,Strong size/price but rohbau — honourable not shortlist. Agent Steinhoff Immobilien. Listing coords Alleestraße/Thürnthal.,2026-09-22,active,2026-09-22,2026-09-26,,,,,seen,makler,ISPRIVATE=0; Christian Steinhoff; Provision:3% plus Ust.,Christian Steinhoff,1705.88,6.1,3.6,10150,3190,4350,10440,28130,318130,,nicht angegeben,schluesselfertig,"Schlüsselfertig für Sie ausgebaut. Die Fotos sind Beispiele, wie es S…",listing_text
NEW7,Modernisiertes Landhaus mit Innenhof (Sitzenberg-Reidling),shortlist,11,EFH,Sitzenberg-Reidling,3454,Bezirk Tulln,349000,,129.0,1281.0,4,1903,C,89.0,Fußbodenheizung,True,False,,False,False,False,Modernisiert Altbau 1903; Hauptwohnung ~129 m² + Gästewohnung ~19.5 m²; Garten ~768 m²; Terrasse ~24 m²; Gewölbekeller,,,,,47,osrm_free_flow,101,vao_hafas_weekday_100000_best_of_4,48.34563,15.839334,approx,https://www.willhaben.at/iad/immobilien/d/haus-kaufen/niederoesterreich/tulln/modernisiertes-landhaus-mit-garten-und-umschlossenen-innenhof-1831671750/,,Under-budget family Landhaus same town as SA2. Agent s REAL NÖ. 360° tour available. Radius-blurred coords from listing.,2026-09-22,active,2026-09-22,2026-09-26,,,,,seen,makler,ISPRIVATE=0; Zwettl (Termine nach Vereinbarung); Provision:3% des Kaufpreises zzgl. 20% USt.,Zwettl (Termine nach Vereinbarung),2705.43,6.1,3.6,12215,3839,5235,12564,33853,382853,,nicht angegeben,unknown,no finish keywords found,listing_text
NEW8,Familienglück DHH 130 m² auf Eigengrund (Großweikersdorf),honourable,,DHH,Großweikersdorf,3701,Bezirk Tulln (north / farther from Wien),369000,,130.37,559.0,4,,B,46.0,Pellets,True,True,Garage mentioned in listing text,True,False,False,Neubau-type DHH; Terrasse ~26 m²; good energy; farther commute than Tulln corridor,,,,,36,osrm_free_flow,82,vao_hafas_weekday_100000_best_of_5,48.47813,15.980488,approx,https://www.willhaben.at/iad/immobilien/d/haus-kaufen/niederoesterreich/tulln/familienglueck-in-grossweikersdorf-130m-doppelhaushaelfte-auf-559m-grossem-eigengrund-1767093891/,,Solid under-budget DHH but north of Tulln — weaker Wien commute. Agent Bero Immobilien.,2026-09-22,active,2026-09-22,2026-09-26,,,,,seen,makler,ISPRIVATE=0; Bero Immobilien GmbH,Bero Immobilien GmbH,2830.41,6.1,3.6,12915,4059,5535,13284,35793,404793,133.0,willhaben MONTHCOSTS_GROSS=133,unknown,no finish keywords found,listing_text
NEW9,EFH Paradies im Wienerwald (Hintersdorf),shortlist,12,EFH,Hintersdorf,3413,St. Andrä-Wördern / Wienerwald Speckgürtel,450000,,115.0,1136.0,5,,F,211.0,,True,True,Garage,True,False,False,At exact €450k budget line; large plot; energy F,,,,,34,osrm_free_flow,56,vao_hafas_weekday_100000_best_of_7,48.27676,16.205486,approx,https://www.willhaben.at/iad/immobilien/d/haus-kaufen/niederoesterreich/tulln/ein-kleines-paradies-mitten-im-wienerwald-1412027197/,,Budget-line Speckgürtel EFH near St. Andrä. Agent SMK Immo. All-in with NK will exceed €450k.,2026-09-22,active,2026-09-22,2026-09-26,,,,,seen,makler,ISPRIVATE=0; SMK Immo Treuhand GmbH,SMK Immo Treuhand GmbH,3913.04,6.1,3.6,15750,4950,6750,16200,43650,493650,,nicht angegeben,unknown,no finish keywords found,listing_text
NEW10,Familienglück EFH am Rande von Königsbrunn (Absdorf area),shortlist,13,EFH,Königsbrunn am Wagram,3465,"KG near Frauendorf / Absdorf area, Bezirk Tulln",285000,,160.02,350.0,4,1994,D,101.1,Zentralheizung,True,False,,False,False,False,Sehr gut/gut; BJ 1994; Nutz ~180 m²; strong €/m² near Absdorf vs WF1,,,,,43,osrm_free_flow,92,vao_hafas_weekday_100000_best_of_5,48.408875,15.9483385,approx,https://www.willhaben.at/iad/immobilien/d/haus-kaufen/niederoesterreich/tulln/familienglueck-am-rande-von-koenigsbrunn-top-angebot-fuer-jungfamilien-und-paare-1040007641/,,Standout under-budget size near Absdorf/Frauendorf corridor (WF1 comps). Agent von Merveldt. Radius-blurred coords. Confirm parking on visit.,2026-09-22,active,2026-09-22,2026-09-26,,,,,seen,makler,"ISPRIVATE=0; von Merveldt Immobilien e.U.; Provision:10.260,00 EUR inkl. 20% USt.",von Merveldt Immobilien e.U.,1781.03,6.1,3.6,9975,3135,4275,10260,27645,312645,89.49,"willhaben MONTHCOSTS_GROSS=89,49",unknown,no finish keywords found,listing_text
NEW11,Neu saniertes Landhaus mit Innenhof & Stadel (Unterstockstall),honourable,,EFH,Unterstockstall,3470,"Kirchberg am Wagram / Wagram, Bezirk Tulln",365000,,120.0,615.0,4,,,,Zentralheizung,True,True,Stadel / garage-type,True,False,False,Liebevoll neu saniert; geschlossener Innenhof; Stadel,,,,,39,osrm_free_flow,74,vao_hafas_weekday_100000_best_of_6,48.43,15.9,town,https://www.willhaben.at/iad/immobilien/d/haus-kaufen/niederoesterreich/tulln/liebevoll-neu-saniertes-landhaus-in-gruenruhelage-mit-geschlossenem-innenhof-und-stadel-1846384213/,,Move-in-ish Landhaus on Wagram; farther than Tulln/Langenlebarn corridor. Town centroid Unterstockstall (exact street withheld).,2026-09-22,active,2026-09-22,2026-09-26,,,,,seen,makler,ISPRIVATE=0; Raiffeisen Immobilien Vermittlung Ges.m.b.H; Provision:3% des Kaufpreises plus 20% USt.,Raiffeisen Immobilien Vermittlung Ges.m.b.H,3041.67,6.1,3.6,12775,4015,5475,13140,35405,400405,,nicht angegeben,unknown,no finish keywords found,listing_text
SA3,Traumhaus mit Sauna (Kirchberg am Wagram),sauna,,EFH,Kirchberg am Wagram,3470,Wagram / Bezirk Tulln,449000,,171.0,319.0,4,,,,Elektroheizung,True,False,,False,True,False,Sauna on terrace/outdoor living; under €450k with sauna — rare,,,,,38,osrm_free_flow,73,vao_hafas_weekday_100000_best_of_6,48.4267,15.9,town,https://www.willhaben.at/iad/immobilien/d/haus-kaufen/niederoesterreich/tulln/aussergewoehnlich-traumhaus-in-kirchberg-am-wagram-ruhe-privatsphaere-und-luxus-vereint-1914180817/,,New under-budget sauna EFH on Wagram. Smaller plot. Town centroid Kirchberg. Sibling-ish Engelmannsbrunn SA4 also €449k+sauna.,2026-09-22,active,2026-09-22,2026-09-26,,,,,seen,makler,ISPRIVATE=0; SAQURA Immobilien GmbH; Provision:3 % plus 20 % Ust,SAQURA Immobilien GmbH,2625.73,6.1,3.6,15715,4939,6735,16164,43553,492553,119.9,"willhaben MONTHCOSTS_GROSS=119,9",unknown,no finish keywords found,listing_text
SA4,Landhausvilla mit Sauna & Grillbereich (Engelmannsbrunn),sauna,,EFH,Engelmannsbrunn,3470,"Kirchberg am Wagram / Wagram, Bezirk Tulln",449000,,171.0,,4,2010,D,,Zentralheizung,True,False,,False,True,False,Sauna & Grillbereich ~27.5 m²; BJ 2010; under €450k with sauna,,,,,44,osrm_free_flow,110,vao_hafas_weekday_100000_best_of_5,48.446045,15.859601,approx,https://www.willhaben.at/iad/immobilien/d/haus-kaufen/niederoesterreich/tulln/exklusive-landhausvilla-in-engelmannsbrunn-luxus-ruhe-privatsphaere-im-herzen-des-wagrams-1748592534/,,Second under-budget sauna hit on Wagram (distinct from SA3). Listing coords. Confirm plot size on visit.,2026-09-22,active,2026-09-22,2026-09-26,,,,,seen,makler,ISPRIVATE=0; RIMMO Prime Vermittlungs GmbH; Provision:3% des Kaufpreises zzgl. 20% USt.,RIMMO Prime Vermittlungs GmbH,2625.73,6.1,3.6,15715,4939,6735,16164,43553,492553,,nicht angegeben,unknown,no finish keywords found,listing_text
OB7,Modernes EFH mit Lagerhalle/Werkstatt (St. Andrä-Wördern),over_budget,,EFH,St. Andrä-Wördern,3423,Bezirk Tulln / Speckgürtel,499000,,173.0,905.0,4,1996,,,,True,True,Lagerhalle/Werkstatt,True,False,False,Large living + hall; over €450k; strong Speckgürtel commute location,,,,,41,osrm_free_flow,51,vao_hafas_weekday_100000_best_of_6,48.33772,16.20349,town,https://www.willhaben.at/iad/immobilien/d/haus-kaufen/niederoesterreich/tulln/modernes-einfamilienhaus-mit-grosszuegiger-lagerhalle-wer-1917456332/,,Over-budget but top commute Speckgürtel. Town centroid St. Andrä-Wördern.,2026-09-22,active,2026-09-22,2026-09-26,,,,,seen,makler,ISPRIVATE=0; BONREAL Immobilienvermittlung GmbH; Provision:3% vom Kaufpreis zzgl. 20% MwSt.,BONREAL Immobilienvermittlung GmbH,2884.39,6.1,3.6,17465,5489,7485,17964,48403,547403,,nicht angegeben,sanierungsbedarf,er Ofen für feste Brennstoffe. Dieses Gebäude ist sanierungsbedürftig . Die Raumaufteilung kann dem beigelegten Grundri…,listing_text
HM3,Sanierungsbedürftiges Landhaus mit Altbaumbestand (Kirchberg am Wagram),honourable,,EFH,Kirchberg am Wagram,3470,Wagram / Bezirk Tulln,227000,,136.3,889.0,5,,G,,,True,True,Garage,True,False,False,Sanierungsbedürftig; Zentrumslage Kirchberg; Altbaumbestand,,,,,38,osrm_free_flow,73,vao_hafas_weekday_100000_best_of_6,48.4267,15.9,town,https://www.willhaben.at/iad/immobilien/d/haus-kaufen/niederoesterreich/tulln/sanierungsbeduerftiges-landhaus-mit-traumhaftem-garten-samt-altbaumbestand-in-allerbester-wohn-und-zentrumslage-von-kirchberg-am-wagram-1511812105/,,Low price / heavy reno on Wagram. Town centroid.,2026-09-22,active,2026-09-22,2026-09-26,,,,,seen,makler,ISPRIVATE=0; Raiffeisen Immobilien Vermittlung Ges.m.b.H; Provision:3% des Kaufpreises plus 20% USt.,Raiffeisen Immobilien Vermittlung Ges.m.b.H,1665.44,6.1,3.6,7945,2497,3405,8172,22019,249019,,nicht angegeben,sanierungsbedarf,Sanierungsbedarf ist hier notwendig. Beheizt wird das gesamte Haus de…,listing_text
NEW12,Viel Platz. Viel Potenzial. Viel Zuhause. (Langenlebarn),shortlist,14,MFH,Langenlebarn,3430,Bezirk Tulln / Langenlebarn-Oberaigen,370000,,156.0,484.0,6,,G,329.7,Zentralheizung,True,True,,False,False,False,Mehrfamilienhaus / conversion potential; energy G — reno,,,,,34,osrm_free_flow,80,vao_hafas_weekday_100000_best_of_6,48.3317,16.10772,approx,https://www.willhaben.at/iad/immobilien/d/haus-kaufen/niederoesterreich/tulln/-viel-platz-viel-potenzial-viel-zuhause-1650153814/,,New 2026-09-23. Strong Tulln S-Bahn corridor. MFH layout — verify unit/usage. Under budget with size. Town/listing coords.,2026-09-23,active,2026-09-23,2026-09-26,,,,,seen,makler,ISPRIVATE=0; REMAX Tulln-Purkersdorf; Provision:3% des Kaufpreises zzgl. 20% USt.,REMAX Tulln-Purkersdorf,2371.79,6.1,3.6,12950,4070,5550,13320,35890,405890,,nicht angegeben,unknown,no finish keywords found,listing_text
NEW13,Familienfreundliches Haus mit Nebengebäude & Garage (Zwentendorf),honourable,,EFH,Zwentendorf an der Donau,3435,Bezirk Tulln,375000,,145.0,440.0,6,,F,,Zentralheizung,True,True,Garage,True,False,False,Family EFH with Nebengebäude,,,,,42,osrm_free_flow,91,vao_hafas_weekday_100000_best_of_5,48.3405,15.901784,approx,https://www.willhaben.at/iad/immobilien/d/haus-kaufen/niederoesterreich/tulln/familienfreundliches-haus-mit-nebengebaeude-und-garage-in-zwentendorf-1066706658/,,New 2026-09-23. Solid under-budget family house west of Tulln; weaker Wien commute than Langenlebarn.,2026-09-23,active,2026-09-23,2026-09-26,,,,,seen,makler,ISPRIVATE=0; Immobilien Corner GmbH & Co KG REMAX GOLD; Provision:3% des Kaufpreises zzgl. 20% USt.,Immobilien Corner GmbH & Co KG REMAX GOLD,2586.21,6.1,3.6,13125,4125,5625,13500,36375,411375,,nicht angegeben,unknown,no finish keywords found,listing_text
NEW14,Neuer Preis — Bungalow mit großem Grundstück (Wipfing),shortlist,15,Bungalow,Muckendorf-Wipfing,3426,Bezirk Tulln / Speckgürtel,398000,,110.0,1710.0,4,,G,294.4,Elektroheizung,True,True,Garage,True,False,True,Bungalow; price reduced; large plot; electric heat,,,,,40,osrm_free_flow,72,vao_hafas_weekday_100000_best_of_8,48.322105,16.140612,approx,https://www.willhaben.at/iad/immobilien/d/haus-kaufen/niederoesterreich/tulln/neuer-preis-bungalow-in-ruhiger-idyllischer-lage-nahe-tulln-867437541/,,New 2026-09-23. Speckgürtel near Tulln; huge plot + pool mention; energy/heat weak — budget cushion for upgrades.,2026-09-23,active,2026-09-23,2026-09-26,,,,,seen,makler,ISPRIVATE=0; REMAX Elite; Provision:3% des Kaufpreises zzgl. 20% USt.,REMAX Elite,3618.18,6.1,3.6,13930,4378,5970,14328,38606,436606,,nicht angegeben,sanierungsbedarf,"Das Haus weist starken Sanierungsbedarf auf, überzeugt jedoch durch seinen Charme, die ebene…",listing_text
NEW15,PREISREDUKTION — Familientraum mit Obstgarten (Katzelsdorf),shortlist,16,EFH,Katzelsdorf,3433,Bezirk Tulln / Tulbing area,445000,,177.0,1287.0,7,,D,114.0,Sonstige,True,True,Garage,True,False,True,Move-in family home; price reduced; Obstgarten,,,,,38,osrm_free_flow,81,vao_hafas_weekday_100000_best_of_6,48.28614,16.114449,approx,https://www.willhaben.at/iad/immobilien/d/haus-kaufen/niederoesterreich/tulln/-preisreduktion-familientraum-mit-obstgarten-1007803719/,,New 2026-09-23. Large living+plot under €450k after price cut; Katzelsdorf near Tulbing (not WN). Confirm pool.,2026-09-23,active,2026-09-23,2026-09-26,,,,,seen,makler,ISPRIVATE=0; REMAX Tulln-Purkersdorf; Provision:3% des Kaufpreises zzgl. 20% USt.,REMAX Tulln-Purkersdorf,2514.12,6.1,3.6,15575,4895,6675,16020,43165,488165,120.0,willhaben MONTHCOSTS_GROSS=120,unknown,no finish keywords found,listing_text
NEW16,Klein Schönbrunn im Wienerwald (Weidlingbach),honourable,,EFH,Weidlingbach,3400,Klosterneuburg / Wienerwald,450000,,107.0,621.0,4,,E,181.5,Zentralheizung,True,True,Garage,True,False,False,Wienerwald EFH at budget line,,,,,32,osrm_free_flow,63,vao_hafas_weekday_100000_best_of_5,48.271366,16.218634,approx,https://www.willhaben.at/iad/immobilien/d/haus-kaufen/niederoesterreich/tulln/klein-schoenbrunn-im-wienerwald-1503225621/,,New 2026-09-23. Exact €450k; Klosterneuburg/Wienerwald — better Wien than Tulln-work fit. Disappeared 2026-09-26: willhaben adid 1503225621 → fromExpiredAdId; no republish found (Schönbrunn/Weidlingbach keyword search empty for this listing).,2026-09-23,disappeared,2026-09-23,2026-09-26,2026-09-26,,,,disappeared,makler,ISPRIVATE=0; REMAX Magic Doris Deutsch Immobilien GmbH; Provision:3% des Kaufpreises zzgl. 20% USt.,REMAX Magic Doris Deutsch Immobilien GmbH,4205.61,6.1,3.6,15750,4950,6750,16200,43650,493650,,nicht angegeben,unknown,no finish keywords found,listing_text
NEW17,LEBEN IM GRÜNEN — EFH zum Wurzeln schlagen (Großweikersdorf),shortlist,17,EFH,Großweikersdorf,3701,Bezirk Tulln (north),425000,,187.0,1999.0,6,,,,,True,True,Garage,True,False,False,Large garden with Obstbäumen; two kitchens / flexible levels,,,,,34,osrm_free_flow,72,vao_hafas_weekday_100000_best_of_5,48.471,15.982,approx,https://www.willhaben.at/iad/immobilien/d/haus-kaufen/niederoesterreich/tulln/leben-im-gruenen-ein-zuhause-zum-wurzeln-schlagen-1030708605/,,New 2026-09-23. Excellent size/garden under budget; farther north commute than Tulln corridor.,2026-09-23,active,2026-09-23,2026-09-26,,,,,seen,makler,ISPRIVATE=0; BETTERHOMES Real GmbH; Provision:3 %,BETTERHOMES Real GmbH,2272.73,6.1,3.6,14875,4675,6375,15300,41225,466225,,nicht angegeben,unknown,no finish keywords found,listing_text
OB8,Einmalige Gelegenheit in Tulln (Projekt/Renovation),over_budget,,EFH,Tulln an der Donau,3430,Bezirk Tulln / town,500000,,162.0,1140.0,5,,F,250.0,Zentralheizung,True,True,Garage,True,False,False,Project character near Tulln centre; large plot,,,,,32,osrm_free_flow,60,vao_hafas_weekday_100000_best_of_6,48.32615,16.045681,approx,https://www.willhaben.at/iad/immobilien/d/haus-kaufen/niederoesterreich/tulln/-einmalige-gelegenheit-in-tulln-1091058730/,,New 2026-09-23. Rare Tulln-Stadt large plot but €500k over budget + reno. Watch.,2026-09-23,active,2026-09-23,2026-09-26,,,,,seen,makler,ISPRIVATE=0; REMAX Dynamic; Provision:3% des Kaufpreises zzgl. 20% USt.,REMAX Dynamic,3086.42,6.1,3.6,17500,5500,7500,18000,48500,548500,,nicht angegeben,unknown,no finish keywords found,listing_text
SA5,Gepflegter Wohnsitz mit Schwimmbiotop & Sauna (Ollern),sauna,,EFH,Ollern,3443,Sieghartskirchen / Nähe Tulln,490000,,117.0,629.0,4,,D,116.0,Zentralheizung,True,True,Garage,True,True,True,Sauna + Schwimmbiotop; Fertigteil; Sackgasse,,,,,41,osrm_free_flow,74,vao_hafas_weekday_100000_best_of_6,48.259476,16.077915,approx,https://www.willhaben.at/iad/immobilien/d/haus-kaufen/niederoesterreich/tulln/gepflegter-wohnsitz-mit-schwimmbiotop-naehe-tulln-1458914659/,,New 2026-09-23. Sauna hit but ~€40k over €450k; ~15–20 min to Tulln.,2026-09-23,active,2026-09-23,2026-09-26,,,,,seen,makler,ISPRIVATE=0; Rudi Dräxler Immobilientreuhand GesmbH; Provision:3% des Kaufpreises zzgl. 20% USt.,Rudi Dräxler Immobilientreuhand GesmbH,4188.03,6.1,3.6,17150,5390,7350,17640,47530,537530,,nicht angegeben,unknown,no finish keywords found,listing_text
